"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
198,"2017-12-01 05:27:38","2017-12-01 05:30:57",3481,"York St",40.71649,-74.04105,3183,"Exchange Place",40.7162469,-74.0334588,31842,"Subscriber",1982,1
508,"2017-12-01 05:43:44","2017-12-01 05:52:12",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29597,"Subscriber",1986,1
326,"2017-12-01 05:44:16","2017-12-01 05:49:43",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26239,"Subscriber",1965,1
166,"2017-12-01 05:53:43","2017-12-01 05:56:30",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,26252,"Subscriber",1961,1
146,"2017-12-01 06:01:48","2017-12-01 06:04:14",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,26290,"Subscriber",1983,1
183,"2017-12-01 06:04:03","2017-12-01 06:07:07",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,31940,"Subscriber",1958,1
262,"2017-12-01 06:05:48","2017-12-01 06:10:10",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31701,"Subscriber",1989,2
327,"2017-12-01 06:05:52","2017-12-01 06:11:19",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26288,"Subscriber",1977,1
195,"2017-12-01 06:07:08","2017-12-01 06:10:23",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,33372,"Subscriber",1984,2
264,"2017-12-01 06:09:39","2017-12-01 06:14:03",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31816,"Subscriber",1974,1
308,"2017-12-01 06:09:57","2017-12-01 06:15:06",3207,"Oakland Ave",40.7376037,-74.0524783,3640,"Journal Square",40.73367,-74.0625,31926,"Subscriber",1986,1
525,"2017-12-01 06:11:59","2017-12-01 06:20:44",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31933,"Subscriber",1971,1
184,"2017-12-01 06:13:18","2017-12-01 06:16:22",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29641,"Subscriber",1973,1
268,"2017-12-01 06:16:40","2017-12-01 06:21:08",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26303,"Subscriber",1985,1
290,"2017-12-01 06:17:42","2017-12-01 06:22:33",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31865,"Subscriber",1989,2
174,"2017-12-01 06:19:49","2017-12-01 06:22:44",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31927,"Subscriber",1982,1
203,"2017-12-01 06:25:09","2017-12-01 06:28:33",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,31716,"Subscriber",NULL,0
232,"2017-12-01 06:29:18","2017-12-01 06:33:11",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29611,"Subscriber",1977,2
1055,"2017-12-01 06:29:37","2017-12-01 06:47:13",3200,"MLK Light Rail",40.7111305,-74.0788855,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29620,"Subscriber",1977,1
256,"2017-12-01 06:29:45","2017-12-01 06:34:01",3187,"Warren St",40.7211236,-74.03805095,3183,"Exchange Place",40.7162469,-74.0334588,31727,"Subscriber",1987,2
189,"2017-12-01 06:30:00","2017-12-01 06:33:09",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31868,"Subscriber",1980,1
521,"2017-12-01 06:33:38","2017-12-01 06:42:20",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31706,"Subscriber",1984,1
860,"2017-12-01 06:35:02","2017-12-01 06:49:22",3184,"Paulus Hook",40.7141454,-74.0335519,3194,"McGinley Square",40.7253399253558,-74.06762212514877,26252,"Subscriber",1983,1
274,"2017-12-01 06:36:00","2017-12-01 06:40:34",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31732,"Subscriber",1975,2
409,"2017-12-01 06:36:57","2017-12-01 06:43:47",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29642,"Subscriber",1973,2
209,"2017-12-01 06:39:28","2017-12-01 06:42:57",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31835,"Subscriber",1991,1
200,"2017-12-01 06:44:23","2017-12-01 06:47:43",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31914,"Subscriber",1985,1
416,"2017-12-01 06:45:28","2017-12-01 06:52:24",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,31722,"Subscriber",1982,1
282,"2017-12-01 06:46:15","2017-12-01 06:50:58",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,31828,"Subscriber",1986,1
251,"2017-12-01 06:47:23","2017-12-01 06:51:35",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31719,"Subscriber",1988,1
268,"2017-12-01 06:52:13","2017-12-01 06:56:41",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31890,"Subscriber",1978,1
95,"2017-12-01 06:52:41","2017-12-01 06:54:17",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,29607,"Subscriber",1979,1
169,"2017-12-01 06:54:46","2017-12-01 06:57:36",3187,"Warren St",40.7211236,-74.03805095,3638,"Washington St",40.7242941,-74.0354826,31747,"Subscriber",1988,1
307,"2017-12-01 06:54:58","2017-12-01 07:00:06",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3639,"Harborside",40.7192517,-74.034234,31872,"Subscriber",1989,1
513,"2017-12-01 06:56:19","2017-12-01 07:04:52",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3280,"Astor Place",40.71928220070702,-74.07126188278198,31915,"Subscriber",1979,1
352,"2017-12-01 06:58:21","2017-12-01 07:04:14",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,31715,"Subscriber",1969,2
395,"2017-12-01 06:58:40","2017-12-01 07:05:15",3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31714,"Subscriber",1980,1
196,"2017-12-01 06:59:10","2017-12-01 07:02:26",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31833,"Subscriber",1990,1
536,"2017-12-01 07:04:00","2017-12-01 07:12:56",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3184,"Paulus Hook",40.7141454,-74.0335519,26201,"Subscriber",1979,1
218,"2017-12-01 07:05:20","2017-12-01 07:08:59",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31911,"Subscriber",1977,2
248,"2017-12-01 07:05:31","2017-12-01 07:09:39",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31873,"Subscriber",1988,1
240,"2017-12-01 07:09:04","2017-12-01 07:13:04",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31680,"Subscriber",1969,1
833,"2017-12-01 07:10:01","2017-12-01 07:23:55",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3217,"Bayside Park",40.698650544,-74.082079678,26164,"Subscriber",1985,1
322,"2017-12-01 07:10:27","2017-12-01 07:15:50",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31739,"Subscriber",1980,1
255,"2017-12-01 07:10:38","2017-12-01 07:14:54",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,26153,"Subscriber",1987,2
606,"2017-12-01 07:11:09","2017-12-01 07:21:15",3192,"Liberty Light Rail",40.7112423,-74.0557013,3184,"Paulus Hook",40.7141454,-74.0335519,32843,"Subscriber",1960,1
277,"2017-12-01 07:12:34","2017-12-01 07:17:12",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31683,"Subscriber",1977,1
521,"2017-12-01 07:12:35","2017-12-01 07:21:16",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31817,"Subscriber",1985,1
351,"2017-12-01 07:13:18","2017-12-01 07:19:09",3202,"Newport PATH",40.7272235,-74.0337589,3183,"Exchange Place",40.7162469,-74.0334588,31715,"Subscriber",1991,1
406,"2017-12-01 07:13:42","2017-12-01 07:20:29",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,31934,"Subscriber",1982,1
126,"2017-12-01 07:15:18","2017-12-01 07:17:24",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31728,"Subscriber",1963,1
342,"2017-12-01 07:15:20","2017-12-01 07:21:03",3211,"Newark Ave",40.72152515,-74.046304543,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,31716,"Subscriber",1956,1
136,"2017-12-01 07:16:08","2017-12-01 07:18:25",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,26243,"Subscriber",1993,1
348,"2017-12-01 07:16:49","2017-12-01 07:22:37",3209,"Brunswick St",40.7241765,-74.0506564,3185,"City Hall",40.7177325,-74.043845,31949,"Subscriber",1986,2
345,"2017-12-01 07:16:52","2017-12-01 07:22:37",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26285,"Subscriber",1973,1
546,"2017-12-01 07:17:28","2017-12-01 07:26:35",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26317,"Subscriber",1977,1
227,"2017-12-01 07:19:15","2017-12-01 07:23:03",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,26193,"Subscriber",1976,2
313,"2017-12-01 07:20:04","2017-12-01 07:25:17",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29603,"Subscriber",1987,1
134,"2017-12-01 07:20:19","2017-12-01 07:22:33",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,31742,"Subscriber",1984,1
173,"2017-12-01 07:20:45","2017-12-01 07:23:39",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26258,"Subscriber",1970,1
281,"2017-12-01 07:20:50","2017-12-01 07:25:32",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31574,"Subscriber",1980,1
269,"2017-12-01 07:22:33","2017-12-01 07:27:02",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31859,"Subscriber",1991,1
407,"2017-12-01 07:24:10","2017-12-01 07:30:57",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3280,"Astor Place",40.71928220070702,-74.07126188278198,26239,"Subscriber",1964,1
252,"2017-12-01 07:25:14","2017-12-01 07:29:26",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26236,"Subscriber",1989,1
278,"2017-12-01 07:28:14","2017-12-01 07:32:52",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31708,"Subscriber",1980,1
194,"2017-12-01 07:30:10","2017-12-01 07:33:25",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31938,"Subscriber",1969,1
184,"2017-12-01 07:30:16","2017-12-01 07:33:20",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26269,"Subscriber",1981,1
460,"2017-12-01 07:30:58","2017-12-01 07:38:39",3210,"Pershing Field",40.742677141,-74.051788633,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26163,"Subscriber",1975,1
216,"2017-12-01 07:32:50","2017-12-01 07:36:27",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31779,"Subscriber",1990,1
204,"2017-12-01 07:33:36","2017-12-01 07:37:00",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,32493,"Subscriber",1964,1
421,"2017-12-01 07:33:37","2017-12-01 07:40:39",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26239,"Subscriber",1985,2
223,"2017-12-01 07:33:42","2017-12-01 07:37:25",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26252,"Subscriber",1990,1
278,"2017-12-01 07:33:44","2017-12-01 07:38:22",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26208,"Subscriber",1961,2
226,"2017-12-01 07:34:20","2017-12-01 07:38:07",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29590,"Subscriber",1994,2
301,"2017-12-01 07:36:45","2017-12-01 07:41:47",3207,"Oakland Ave",40.7376037,-74.0524783,3640,"Journal Square",40.73367,-74.0625,31763,"Subscriber",1985,1
279,"2017-12-01 07:36:56","2017-12-01 07:41:36",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31695,"Subscriber",1979,1
347,"2017-12-01 07:37:56","2017-12-01 07:43:44",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26302,"Subscriber",1973,1
124,"2017-12-01 07:38:22","2017-12-01 07:40:26",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3203,"Hamilton Park",40.727595966,-74.044247311,31956,"Subscriber",NULL,0
160,"2017-12-01 07:38:31","2017-12-01 07:41:12",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,31946,"Subscriber",1966,1
170,"2017-12-01 07:39:13","2017-12-01 07:42:03",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,31813,"Subscriber",1960,1
562,"2017-12-01 07:39:18","2017-12-01 07:48:40",3203,"Hamilton Park",40.727595966,-74.044247311,3183,"Exchange Place",40.7162469,-74.0334588,29662,"Subscriber",1988,2
506,"2017-12-01 07:40:19","2017-12-01 07:48:45",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3199,"Newport Pkwy",40.7287448,-74.0321082,29590,"Subscriber",1969,1
226,"2017-12-01 07:40:20","2017-12-01 07:44:07",3639,"Harborside",40.7192517,-74.034234,3202,"Newport PATH",40.7272235,-74.0337589,31766,"Subscriber",1990,1
244,"2017-12-01 07:41:06","2017-12-01 07:45:11",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29655,"Subscriber",1968,1
277,"2017-12-01 07:41:52","2017-12-01 07:46:30",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,31841,"Subscriber",1982,2
311,"2017-12-01 07:42:04","2017-12-01 07:47:16",3187,"Warren St",40.7211236,-74.03805095,3183,"Exchange Place",40.7162469,-74.0334588,31735,"Subscriber",1988,2
261,"2017-12-01 07:43:20","2017-12-01 07:47:42",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31825,"Subscriber",1972,1
5161,"2017-12-01 07:43:39","2017-12-01 09:09:40",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31799,"Subscriber",1956,1
551,"2017-12-01 07:43:50","2017-12-01 07:53:01",3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,3185,"City Hall",40.7177325,-74.043845,29669,"Subscriber",1986,2
366,"2017-12-01 07:43:55","2017-12-01 07:50:02",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29673,"Subscriber",1991,1
827,"2017-12-01 07:44:19","2017-12-01 07:58:07",3192,"Liberty Light Rail",40.7112423,-74.0557013,3183,"Exchange Place",40.7162469,-74.0334588,31778,"Subscriber",1993,2
426,"2017-12-01 07:44:55","2017-12-01 07:52:02",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31538,"Subscriber",1990,2
131,"2017-12-01 07:45:03","2017-12-01 07:47:14",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26254,"Subscriber",1975,1
71,"2017-12-01 07:45:37","2017-12-01 07:46:48",3187,"Warren St",40.7211236,-74.03805095,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,29614,"Subscriber",1986,2
189,"2017-12-01 07:45:37","2017-12-01 07:48:47",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,29591,"Subscriber",1990,2
467,"2017-12-01 07:45:55","2017-12-01 07:53:42",3213,"Van Vorst Park",40.71848892,-74.047726625,3184,"Paulus Hook",40.7141454,-74.0335519,31717,"Subscriber",1983,1
110,"2017-12-01 07:47:07","2017-12-01 07:48:57",3183,"Exchange Place",40.7162469,-74.0334588,3639,"Harborside",40.7192517,-74.034234,31742,"Subscriber",1978,1
906,"2017-12-01 07:47:21","2017-12-01 08:02:27",3640,"Journal Square",40.73367,-74.0625,3481,"York St",40.71649,-74.04105,31926,"Subscriber",NULL,0
332,"2017-12-01 07:48:08","2017-12-01 07:53:41",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,31716,"Subscriber",1968,1
748,"2017-12-01 07:49:09","2017-12-01 08:01:37",3220,"5 Corners Library",40.734961020009514,-74.0595030784607,3203,"Hamilton Park",40.727595966,-74.044247311,31849,"Subscriber",1960,1
679,"2017-12-01 07:49:36","2017-12-01 08:00:56",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,31808,"Subscriber",1970,1
626,"2017-12-01 07:49:49","2017-12-01 08:00:15",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31878,"Subscriber",1969,1
486,"2017-12-01 07:50:14","2017-12-01 07:58:21",3213,"Van Vorst Park",40.71848892,-74.047726625,3184,"Paulus Hook",40.7141454,-74.0335519,30643,"Subscriber",1964,2
623,"2017-12-01 07:50:30","2017-12-01 08:00:53",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,31751,"Subscriber",1965,2
316,"2017-12-01 07:50:38","2017-12-01 07:55:55",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31822,"Subscriber",1991,1
327,"2017-12-01 07:50:40","2017-12-01 07:56:08",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31875,"Subscriber",1991,2
260,"2017-12-01 07:51:06","2017-12-01 07:55:27",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3183,"Exchange Place",40.7162469,-74.0334588,31743,"Subscriber",1988,1
167,"2017-12-01 07:52:28","2017-12-01 07:55:15",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,29626,"Subscriber",1983,1
216,"2017-12-01 07:52:30","2017-12-01 07:56:06",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31832,"Subscriber",1968,1
459,"2017-12-01 07:53:15","2017-12-01 08:00:54",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3199,"Newport Pkwy",40.7287448,-74.0321082,31940,"Subscriber",1983,2
168,"2017-12-01 07:55:07","2017-12-01 07:57:55",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31865,"Subscriber",1982,1
253,"2017-12-01 07:55:41","2017-12-01 07:59:55",3187,"Warren St",40.7211236,-74.03805095,3184,"Paulus Hook",40.7141454,-74.0335519,29616,"Subscriber",1979,1
293,"2017-12-01 07:56:15","2017-12-01 08:01:08",3202,"Newport PATH",40.7272235,-74.0337589,3203,"Hamilton Park",40.727595966,-74.044247311,29607,"Subscriber",1980,1
135,"2017-12-01 07:56:24","2017-12-01 07:58:40",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31772,"Subscriber",1970,1
209,"2017-12-01 07:56:33","2017-12-01 08:00:03",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29620,"Subscriber",1977,1
360,"2017-12-01 07:56:57","2017-12-01 08:02:58",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,31864,"Subscriber",1979,1
195,"2017-12-01 07:57:03","2017-12-01 08:00:18",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31681,"Subscriber",1975,1
276,"2017-12-01 07:57:35","2017-12-01 08:02:12",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29600,"Subscriber",1988,2
474,"2017-12-01 07:58:04","2017-12-01 08:05:58",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31721,"Subscriber",1988,1
